"Staining_condition","Total_Markers","Working_Markers","Excluded_Markers","NonWorking_Markers","Total_Score","Average_Score","Average_Rank","Penalty_Count"
"Roche_Tonsil_Tris_10min",12,12,0,0,21,1.75,1.75,0
"Roche_Tonsil_Tris_40min",12,12,0,0,23,1.91666666666667,1.91666666666667,0
"Roche_Tonsil_Tris_20min",12,12,0,0,29,2.41666666666667,2.41666666666667,0
"Roche_Tonsil_Citra_20min",12,12,0,0,47,3.91666666666667,3.91666666666667,0
