filename,sample_name
CCPA-250915-20_Roche_Citraconic_20min_Scan1.er,Roche_Tonsil_Citra_20min
CCPA-250915-17_Roche_Tris_10min_Scan1.er,Roche_Tonsil_Tris_10min
CCPA-250915-18_Roche_Tris_20min_Scan1.er,Roche_Tonsil_Tris_20min
CCPA-250915-19_Roche_Tris_40min_Scan1.er,Roche_Tonsil_Tris_40min
